2.321520767807307948e+03 nan 1.069594071763538490e-13 7.950197111313173082e-03 nan
2.321528718004419261e+03 nan 6.777651708739952008e-14 7.950056430217955494e-03 nan
2.321536668060849479e+03 nan 5.471156833763144790e-14 7.949915745484759100e-03 nan
2.321544617976594964e+03 nan 3.899699312331963425e-16 7.949775056204089196e-03 nan
2.321552567751651168e+03 nan 3.454706585070688058e-16 7.949634360556956381e-03 nan
2.321560517386011725e+03 nan 3.122311880115767214e-16 7.949493662181339459e-03 nan
2.321568466879673906e+03 nan 2.908609416231532816e-16 7.949352957439259626e-03 nan
2.321576416232631345e+03 nan 3.186942053041146944e-16 7.949212249059200985e-03 nan
2.321584365444880405e+03 nan 2.744930014144535877e-16 7.949071534767426783e-03 nan
2.321592314516415172e+03 nan 2.838883459936360482e-16 7.948930816382926423e-03 nan
2.321600263447231555e+03 nan 2.888387191399454428e-16 7.948790092996205203e-03 nan
2.321608212237324551e+03 nan 2.863255763658027773e-16 7.948649365062010475e-03 nan
2.321616160886689613e+03 nan 2.844860799637516243e-16 7.948508632125594886e-03 nan
2.321624109395321739e+03 nan 2.800527016754913495e-16 7.948367895096453140e-03 nan
2.321632057763216835e+03 nan 2.840975567606528050e-16 7.948227152155595832e-03 nan
2.321640005990368991e+03 nan 2.952197684858304362e-16 7.948086405122012366e-03 nan
2.321647954076774113e+03 nan 2.795930699528117338e-16 7.947945653995702742e-03 nan
2.321655902022428108e+03 nan 2.771662634437110053e-16 7.947804896048182854e-03 nan
2.321663849827324157e+03 nan 2.795867258859425372e-16 7.947664135372178862e-03 nan
2.321671797491459529e+03 nan 2.767123383670260627e-16 7.947523369239206659e-03 nan
2.321679745014828768e+03 nan 2.791010306177062424e-16 7.947382598104013596e-03 nan
2.321687692397426872e+03 1.071011842631548637e-14 2.725944741090340085e-16 7.947241821966599673e-03 9.026301659003951317e-01
2.321695639639248839e+03 1.084659912366456118e-14 2.708872271640258722e-16 7.947101041736459592e-03 8.919714636909239491e-01
2.321703586740290575e+03 1.056413078252059578e-14 2.671967760878958600e-16 7.946960256504098652e-03 8.788137269737656965e-01
2.321711533700547079e+03 1.076545406765756342e-14 2.664171853797332958e-16 7.946819465814769501e-03 8.578822031398709580e-01
2.321719480520012894e+03 1.110427707347844547e-14 2.669045980179479451e-16 7.946678671942208894e-03 8.285555828947654966e-01
2.321727427198684836e+03 1.088247349610195711e-14 2.610014443945314439e-16 7.946537871703185374e-03 8.082409298357857708e-01
2.321735373736556539e+03 1.092088935814753841e-14 2.588265879052741152e-16 7.946397067371435696e-03 7.852940553482757879e-01
2.321743320133623911e+03 1.043527554386916656e-14 2.531057667570320716e-16 7.946256258946959861e-03 7.857041076385710143e-01
2.321751266389882858e+03 1.114575252942756748e-14 2.602113692597908011e-16 7.946115443701273762e-03 7.921360996178168357e-01
2.321759212505326559e+03 1.075325696449081837e-14 2.613545704225282604e-16 7.945974625727103557e-03 8.087753539262156899e-01
2.321767158479952286e+03 1.078667483321833765e-14 2.632407220009550858e-16 7.945833802295965143e-03 8.430510108918913836e-01
2.321775104313754582e+03 1.051531459039824226e-14 2.634765681594633810e-16 7.945692973862605868e-03 8.570817278735504141e-01
2.321783050006728445e+03 1.070015084541692875e-14 2.657503642310183034e-16 7.945552140881773084e-03 8.690355345466597159e-01
2.321790995558869326e+03 1.070375477714301279e-14 2.662371073943966120e-16 7.945411302443972090e-03 8.724804245344541798e-01
2.321798940970171770e+03 1.027006381427585289e-14 2.624928749197454099e-16 7.945270460822939640e-03 8.735520025398204602e-01
2.321806886240632593e+03 1.065075795720970422e-14 2.634648732530125077e-16 7.945129613744938979e-03 8.647542444809946938e-01
2.321814831370246338e+03 1.061198105565054907e-14 2.632670162508888304e-16 7.944988760755222756e-03 8.548879275343197470e-01
2.321822776359007094e+03 1.050538949192621945e-14 2.578202597405676288e-16 7.944847904127527727e-03 8.365398938870243217e-01
2.321830721206911221e+03 1.061491720736798436e-14 2.551403861172015971e-16 7.944707042952359188e-03 8.064266561247602771e-01
2.321838665913954173e+03 1.040010796082981035e-14 2.494884045279398939e-16 7.944566175865475088e-03 7.766139957759992107e-01
2.321846610480130039e+03 1.066861251532944879e-14 2.497006652563616241e-16 7.944425304685864830e-03 7.550989955320390745e-01
2.321854554905434725e+03 1.060030978923145987e-14 2.472310251150039775e-16 7.944284429413528414e-03 7.271558076557312900e-01
2.321862499189864138e+03 1.083971788738050033e-14 2.410481751547439663e-16 7.944143548229476437e-03 6.882117821235486099e-01
2.321870443333412368e+03 1.004063772231238423e-14 2.256153197989246904e-16 7.944002662952698302e-03 6.287874242596047658e-01
2.321878387336075320e+03 9.754872955033738148e-15 2.202254440084328668e-16 7.943861771764204605e-03 5.622232119245903492e-01
2.321886331197847085e+03 1.060229005348828588e-14 2.230801930430609022e-16 7.943720878301974153e-03 5.268299110854228751e-01
2.321894274918725387e+03 1.023805796605656808e-14 2.199613749046591611e-16 7.943579977563786088e-03 5.432864749408651273e-01
2.321902218498702950e+03 1.093345829197474395e-14 2.299087205406390730e-16 7.943439072732871864e-03 6.101419097686965332e-01
2.321910161937775683e+03 1.006601906785895932e-14 2.348902407838600821e-16 7.943298164263978833e-03 6.946437385748835958e-01
2.321918105235939947e+03 9.409943723458678737e-15 2.357853825977748961e-16 7.943157249428622890e-03 7.586725427573999259e-01
2.321926048393189376e+03 9.320827258597557697e-15 2.408663850055194796e-16 7.943016330955288140e-03 8.080062713927623763e-01
2.321933991409520331e+03 9.370538825171274744e-15 2.451236877120819057e-16 7.942875407024985179e-03 8.387732487669687931e-01
2.321941934284927356e+03 9.208864029270054757e-15 2.444881525140442802e-16 7.942734478547208710e-03 8.630610479071382235e-01
2.321949877019405903e+03 9.086527086558967717e-15 2.454009797456730437e-16 7.942593545521958731e-03 8.821982018162054517e-01
2.321957819612951425e+03 9.110097884052794841e-15 2.447142386924508838e-16 7.942452607494487893e-03 8.925984911736908334e-01
2.321965762065558920e+03 8.942483582326887491e-15 2.430666288265939457e-16 7.942311665374290897e-03 8.964567027633414398e-01
2.321973704377224294e+03 8.708235206563635666e-15 2.405611408432209158e-16 7.942170717342378339e-03 9.003664508802226019e-01
2.321981646547941637e+03 8.858689184844797667e-15 2.417649632900815707e-16 7.942029765217739623e-03 8.961541051565597993e-01
2.321989588577706854e+03 8.427449365212805702e-15 2.366798102937907504e-16 7.941888807636132697e-03 8.958691725044743981e-01
2.321997530466514490e+03 8.168470145014563909e-15 2.332130720750283399e-16 7.941747846416546963e-03 8.908284388022654765e-01
2.322005472214360907e+03 8.080310994286347877e-15 2.299630570105015385e-16 7.941606880194740370e-03 8.835533012901165550e-01
2.322013413821241102e+03 8.179607900949207127e-15 2.297472069086796728e-16 7.941465908061218215e-03 8.632386452932283571e-01
2.322021355287149163e+03 7.967228068433773712e-15 2.258041464568037161e-16 7.941324932289717253e-03 8.555592297231781052e-01
2.322029296612081453e+03 7.811002679099806787e-15 2.229986174377234520e-16 7.941183951970742783e-03 8.502779915816378598e-01
2.322037237796033423e+03 7.956680420971401417e-15 2.242804623646794742e-16 7.941042965285305399e-03 8.427041866531140846e-01
2.322045178838998709e+03 7.216033049342643072e-15 2.147044365881862064e-16 7.940901975416636560e-03 8.347776524208645466e-01
2.322053119740974125e+03 7.589070251211104257e-15 2.168383454713203715e-16 7.940760981000494212e-03 8.265895141305678040e-01
2.322061060501955126e+03 6.998426176196849023e-15 2.124897713545056001e-16 7.940619980217888951e-03 8.388694584307933022e-01
2.322069001121935344e+03 7.226962096530135959e-15 2.182789440734282004e-16 7.940478975797304884e-03 8.628278297132649932e-01
2.322076941600911141e+03 7.177134490986270894e-15 2.197485004308135509e-16 7.940337965919752605e-03 8.772229148295079826e-01
2.322084881938877061e+03 7.364745294489813352e-15 2.217452619407682648e-16 7.940196952404221520e-03 8.954791440928601132e-01
2.322092822135829465e+03 6.817021725215874320e-15 2.172201267716755995e-16 7.940055932976974873e-03 9.058979088956151671e-01
2.322100762191762442e+03 7.111940020527102804e-15 2.201587168071669071e-16 7.939914909002254717e-03 9.140796862912342613e-01
2.322108702106671444e+03 6.962705060873429154e-15 2.212267133890068443e-16 7.939773880934808403e-03 9.235317967735678923e-01
2.322116641880552379e+03 7.100137827990368003e-15 2.233420441339118535e-16 7.939632847865141230e-03 9.159695582012943316e-01
2.322124581513400244e+03 6.862415382571939811e-15 2.205475999619627962e-16 7.939491808883758495e-03 9.248933976500529619e-01
2.322132521005209128e+03 6.465728172883205143e-15 2.208125898055374149e-16 7.939350766719144303e-03 9.328158318379984326e-01
2.322140460355975847e+03 6.803209360951804542e-15 2.193573431370225004e-16 7.939209719097561901e-03 9.328651184109595373e-01
2.322148399565694945e+03 6.820747475719466299e-15 2.179470168184326740e-16 7.939068666473758640e-03 9.274462386794327662e-01
2.322156338634361418e+03 6.494751472975692007e-15 2.151225575588350370e-16 7.938927609757229220e-03 9.335258078027084405e-01
2.322164277561971176e+03 6.611421330991969133e-15 2.152059018686176702e-16 7.938786547583731590e-03 9.392692747742938941e-01
2.322172216348518759e+03 6.490137596935564722e-15 2.159537169216884960e-16 7.938645480862760451e-03 9.394049193207661963e-01
2.322180154993999622e+03 6.213256953078324646e-15 2.128147605515605075e-16 7.938504409594315803e-03 9.368943497064081694e-01
2.322188093498409216e+03 6.406990526685284089e-15 2.142807284883176011e-16 7.938363333778397646e-03 9.416667678516748019e-01
2.322196031861742995e+03 6.356251456634631447e-15 2.121634700334201628e-16 7.938222252505511278e-03 9.389289938556647508e-01
2.322203970083995500e+03 6.053030811349864387e-15 2.107726877454634932e-16 7.938081166685151402e-03 9.357950299728940990e-01
2.322211908165162185e+03 6.367577114535073534e-15 2.113876057828747641e-16 7.937940076317318017e-03 9.384147716947891515e-01
2.322219846105238503e+03 6.601184829203228821e-15 2.157933127016419165e-16 7.937798980947263772e-03 9.405767896306709286e-01
2.322227783904219450e+03 6.495359707615686800e-15 2.132760096093127073e-16 7.937657881029736018e-03 9.326548134171168680e-01
2.322235721562100480e+03 6.076059483199260570e-15 2.095573765155440913e-16 7.937516776564734755e-03 9.396237628815606868e-01
2.322243659078877045e+03 5.839180239193113141e-15 2.034031204174761534e-16 7.937375666642765282e-03 9.293908483466241099e-01
2.322251596454543687e+03 6.180010710441724127e-15 2.087111707084941767e-16 7.937234553082817001e-03 9.322552441923745992e-01
2.322259533689096770e+03 6.393151388972847001e-15 2.108690688143157881e-16 7.937093432701658458e-03 9.329491684611397329e-01
